Product ID,Product Name,Category,Sub-category,Brand,Price,Discount (%),Rating,Number of Reviews,Availability Status,Color Options,Sizes Available,Material,Shipping Time,Country of Origin,Date Added,Total Sales
P01239,Maxi Dress,Dresses,Western Wear,Arrow,3849,35,4.6,798,In Stock,"Pink, Purple","M, L, XL",Silk,2-3 days,Gujarat,2022-07-19,3071502
P01240,Cotton T-shirt,Ethnic,Sweaters,Mango,6455,12,4.3,931,Out of Stock,"Red, White","28, 30, 32, 34",Linen,2-3 days,Uttar Pradesh,2024-04-12,6009605
P01241,Casual Shorts,Topwear,Jeans,Arrow,7069,10,4.7,365,Out of Stock,"Pink, Purple","28, 30, 32, 34",Polyester,6-7 days,Gujarat,2022-05-08,2580185
P01242,Leather Jacket,Topwear,Blouses,Arrow,8917,26,3.9,380,In Stock,"Blue, Black","28, 30, 32, 34",Wool,6-7 days,Gujarat,2024-08-30,3388460
P01243,Formal Shirt,Outerwear,Jeans,Arrow,7857,10,3.7,306,In Stock,"Blue, Black","30, 32, 34, 36",Leather,1 week,Gujarat,2023-01-01,2404242
P01244,Cotton T-shirt,Footwear,Shorts,Adidas,5347,39,3.3,304,Out of Stock,"Grey, Black","28, 30, 32, 34",Wool,4-5 days,Delhi,2022-06-12,1625488
P01245,Chinos,Dresses,Skirts,Clarks,4145,28,3.8,313,In Stock,"Green, Yellow","M, L, XL",Linen,1 week,Karnataka,2022-05-31,1297385
P01246,Knee-Length Skirt,Bottomwear,T-shirts,Harley Davidson,7712,38,4.4,808,In Stock,"Grey, Black","6, 7, 8, 9",Silk,4-5 days,Uttar Pradesh,2023-09-22,6231296
P01247,Blazer,Outerwear,Formal Wear,FabIndia,7140,23,4.4,127,Out of Stock,"Blue, Black","30, 32, 34, 36",Polyester,1 week,Maharashtra,2022-01-12,906780
P01248,Polo T-shirt,Ethnic,Shorts,Clarks,6807,40,4.6,894,In Stock,"Blue, Black","28, 30, 32, 34",Denim,6-7 days,Tamil Nadu,2022-09-25,6085458
P01249,Floral Top,Footwear,Kurtas,Harley Davidson,5613,27,3.2,458,Out of Stock,"Pink, Purple","28, 30, 32, 34",Linen,10 days,Karnataka,2020-02-12,2570754
P01250,Chinos,Ethnic,Shorts,Adidas,3378,35,4.0,319,Out of Stock,"Grey, Black","S, M, L, XL",Linen,2-3 days,Tamil Nadu,2023-09-24,1077582
P01251,Cotton T-shirt,Topwear,Blouses,Uniqlo,1653,5,4.4,502,Out of Stock,"Green, Yellow","M, L, XL",Denim,4-5 days,Tamil Nadu,2022-10-13,829806
P01252,Ankle Boots,Ethnic,Formal Wear,FabIndia,2011,45,4.2,552,In Stock,"Grey, Black","M, L, XL",Silk,2-3 days,Delhi,2023-11-30,1110072
P01253,Running Shoes,Bottomwear,Jackets,Tommy Hilfiger,2311,15,4.3,284,In Stock,"Grey, Black","M, L, XL",Wool,10 days,Maharashtra,2022-07-25,656324
P01254,Cotton T-shirt,Topwear,Formal Wear,H&M,3526,28,4.6,76,Out of Stock,"Blue, Black","30, 32, 34, 36",Cotton,6-7 days,Maharashtra,2020-06-23,267976
P01255,Blazer,Topwear,Skirts,Puma,7107,32,4.6,851,Out of Stock,"Grey, Black","6, 7, 8, 9",Polyester,10 days,Delhi,2021-01-19,6048057
P01256,Chinos,Footwear,Jackets,Zara,5161,6,3.3,312,Out of Stock,"Grey, Black","30, 32, 34, 36",Denim,1 week,Karnataka,2024-11-24,1610232
P01257,Woolen Sweater,Bottomwear,Skirts,Zara,7805,26,3.0,63,In Stock,"Red, White","28, 30, 32, 34",Polyester,4-5 days,Tamil Nadu,2023-01-08,491715
P01258,Ankle Boots,Outerwear,Blouses,Zara,8898,7,3.3,424,In Stock,"Grey, Black","S, M, L, XL",Linen,10 days,Tamil Nadu,2022-01-23,3772752
P01259,Woolen Sweater,Ethnic,Casual Shoes,Mango,6229,10,4.8,882,Out of Stock,"Blue, Black","28, 30, 32, 34",Linen,10 days,Maharashtra,2021-08-26,5493978
P01260,Party Gown,Dresses,Shorts,Clarks,3200,35,4.6,566,Out of Stock,"Grey, Black","M, L, XL",Wool,4-5 days,Gujarat,2024-01-03,1811200
P01261,Ethnic Kurta,Bottomwear,Casual Shoes,H&M,6891,24,3.0,86,In Stock,"Green, Yellow","7, 8, 9, 10",Wool,2-3 days,Delhi,2021-03-31,592626
P01262,Casual Shorts,Footwear,Formal Wear,Tommy Hilfiger,2247,37,4.0,186,Out of Stock,"Grey, Black","28, 30, 32, 34",Linen,10 days,Delhi,2022-12-31,417942
P01263,Woolen Sweater,Topwear,Pants,Reebok,8358,48,3.7,724,In Stock,"Pink, Purple","M, L, XL",Wool,2-3 days,Gujarat,2022-03-31,6051192
P01264,Maxi Dress,Bottomwear,Boots,Forever 21,8337,30,4.6,935,In Stock,"Green, Yellow","S, M, L, XL",Cotton,2-3 days,Uttar Pradesh,2024-10-08,7795095
P01265,Ethnic Kurta,Topwear,Blouses,Mango,526,20,4.4,878,In Stock,"Grey, Black","7, 8, 9, 10",Leather,1 week,Tamil Nadu,2020-09-05,461828
P01266,Knee-Length Skirt,Outerwear,Shirts,FabIndia,7902,28,4.6,454,In Stock,"Green, Yellow","M, L, XL",Linen,1 week,Delhi,2023-01-13,3587508
P01267,Track Pants,Footwear,Blouses,Ralph Lauren,1363,41,4.9,734,In Stock,"Pink, Purple","28, 30, 32, 34",Silk,2-3 days,Uttar Pradesh,2022-08-30,1000442
P01268,Blazer,Ethnic,Skirts,Clarks,2023,6,4.8,437,In Stock,"Grey, Black","30, 32, 34, 36",Denim,6-7 days,Maharashtra,2020-10-26,884051
P01269,Blazer,Topwear,Pants,Harley Davidson,9807,7,3.5,184,In Stock,"Green, Yellow","30, 32, 34, 36",Wool,4-5 days,Maharashtra,2022-01-09,1804488
P01270,Woolen Sweater,Bottomwear,Shorts,Arrow,9101,41,3.5,539,In Stock,"Grey, Black","6, 7, 8, 9",Linen,4-5 days,Maharashtra,2020-04-22,4905439
P01271,Leather Jacket,Bottomwear,Shirts,Reebok,4811,9,4.9,651,Out of Stock,"Blue, Black","30, 32, 34, 36",Wool,10 days,Karnataka,2021-10-31,3131961
P01272,Formal Shirt,Topwear,T-shirts,Harley Davidson,7278,47,4.0,959,Out of Stock,"Pink, Purple","28, 30, 32, 34",Leather,1 week,Gujarat,2021-04-20,6979602
P01273,Denim Jacket,Footwear,Pants,Nike,1777,28,3.4,457,Out of Stock,"Red, White","S, M, L, XL",Leather,10 days,Uttar Pradesh,2020-10-27,812089
P01274,Slim Fit Jeans,Outerwear,Sports Shoes,Reebok,1350,46,3.4,974,Out of Stock,"Red, White","28, 30, 32, 34",Cotton,2-3 days,Delhi,2023-03-15,1314900
P01275,Cotton T-shirt,Topwear,Boots,Adidas,2961,17,4.4,1000,Out of Stock,"Pink, Purple","28, 30, 32, 34",Linen,6-7 days,Tamil Nadu,2023-10-02,2961000
P01276,Casual Shorts,Outerwear,T-shirts,Vero Moda,8111,45,4.3,349,Out of Stock,"Grey, Black","30, 32, 34, 36",Wool,6-7 days,Delhi,2021-09-08,2830739
P01277,Sports Shoes,Dresses,Sports Shoes,Van Heusen,2428,40,4.6,335,Out of Stock,"Red, White","7, 8, 9, 10",Silk,10 days,Uttar Pradesh,2024-10-18,813380
P01278,Denim Jacket,Bottomwear,Pants,Ralph Lauren,9140,6,4.5,320,Out of Stock,"Pink, Purple","7, 8, 9, 10",Silk,2-3 days,Delhi,2020-08-15,2924800
P01279,Ethnic Kurta,Dresses,Western Wear,Clarks,9059,28,3.2,701,Out of Stock,"Grey, Black","28, 30, 32, 34",Wool,4-5 days,Uttar Pradesh,2021-07-02,6350359
P01280,Leather Jacket,Dresses,Boots,Van Heusen,8715,39,4.0,21,Out of Stock,"Pink, Purple","S, M, L, XL",Cotton,6-7 days,Uttar Pradesh,2021-01-29,183015
P01281,Formal Shirt,Bottomwear,Shorts,Harley Davidson,9120,37,4.9,628,In Stock,"Red, White","M, L, XL",Cotton,6-7 days,Delhi,2020-12-11,5727360
P01282,Chinos,Topwear,Jeans,Zara,1273,22,4.6,847,Out of Stock,"Blue, Black","6, 7, 8, 9",Polyester,6-7 days,Karnataka,2024-01-23,1078231
P01283,Leather Jacket,Outerwear,Skirts,Nike,3642,20,4.9,517,In Stock,"Pink, Purple","6, 7, 8, 9",Leather,10 days,Delhi,2024-09-30,1882914
P01284,Casual Shorts,Ethnic,T-shirts,Clarks,4416,45,4.4,167,In Stock,"Pink, Purple","7, 8, 9, 10",Leather,10 days,Karnataka,2020-02-14,737472
P01285,Leather Jacket,Outerwear,Skirts,Tommy Hilfiger,4841,31,4.7,539,In Stock,"Pink, Purple","30, 32, 34, 36",Denim,10 days,Gujarat,2021-09-04,2609299
P01286,Formal Shirt,Bottomwear,Formal Wear,H&M,7328,49,4.4,32,In Stock,"Pink, Purple","6, 7, 8, 9",Linen,6-7 days,Tamil Nadu,2024-10-16,234496
P01287,Chinos,Outerwear,Jeans,Ralph Lauren,9489,19,3.2,935,In Stock,"Pink, Purple","S, M, L, XL",Denim,1 week,Maharashtra,2021-08-18,8872215
P01288,Floral Top,Footwear,Blouses,Ralph Lauren,7850,23,3.4,924,In Stock,"Grey, Black","28, 30, 32, 34",Linen,10 days,Uttar Pradesh,2020-09-15,7253400
P01289,Woolen Sweater,Dresses,Formal Wear,Adidas,8668,40,4.7,789,In Stock,"Pink, Purple","6, 7, 8, 9",Denim,6-7 days,Maharashtra,2022-11-25,6839052
P01290,Denim Jacket,Ethnic,T-shirts,FabIndia,9628,41,3.7,856,In Stock,"Pink, Purple","6, 7, 8, 9",Leather,1 week,Uttar Pradesh,2021-08-28,8241568
P01291,Ethnic Kurta,Ethnic,Casual Shoes,Reebok,891,5,3.9,567,In Stock,"Green, Yellow","S, M, L, XL",Polyester,1 week,Karnataka,2022-11-01,505197
P01292,Sports Shoes,Dresses,Western Wear,Mango,1068,45,4.1,747,In Stock,"Red, White","S, M, L, XL",Cotton,4-5 days,Tamil Nadu,2022-12-24,797796
P01293,Ethnic Kurta,Footwear,Pants,Zara,2976,37,3.2,42,In Stock,"Green, Yellow","M, L, XL",Leather,2-3 days,Tamil Nadu,2023-10-04,124992
P01294,Maxi Dress,Outerwear,Shirts,Levis,4464,17,4.1,675,In Stock,"Grey, Black","M, L, XL",Linen,10 days,Delhi,2024-01-18,3013200
P01295,Ankle Boots,Footwear,Shirts,Reebok,4424,30,3.6,625,Out of Stock,"Blue, Black","7, 8, 9, 10",Linen,1 week,Uttar Pradesh,2022-06-24,2765000
P01296,Blazer,Outerwear,T-shirts,Zara,1322,20,3.0,948,In Stock,"Green, Yellow","S, M, L, XL",Linen,4-5 days,Gujarat,2023-12-04,1253256
P01297,Running Shoes,Bottomwear,Kurtas,Arrow,6408,38,4.0,937,In Stock,"Pink, Purple","30, 32, 34, 36",Cotton,4-5 days,Karnataka,2020-04-10,6004296
P01298,Party Gown,Bottomwear,Boots,Levis,1278,43,3.6,360,Out of Stock,"Blue, Black","30, 32, 34, 36",Denim,6-7 days,Karnataka,2023-11-05,460080
P01299,Sports Shoes,Outerwear,Kurtas,Zara,1241,50,4.2,292,Out of Stock,"Grey, Black","30, 32, 34, 36",Leather,4-5 days,Maharashtra,2021-09-08,362372
P01300,Sneakers,Bottomwear,Formal Wear,H&M,8658,39,3.2,145,In Stock,"Pink, Purple","30, 32, 34, 36",Polyester,6-7 days,Karnataka,2022-04-05,1255410
P01301,Cotton T-shirt,Footwear,Blouses,FabIndia,9555,43,4.9,642,In Stock,"Pink, Purple","7, 8, 9, 10",Denim,10 days,Karnataka,2024-05-13,6134310
P01302,Sports Shoes,Dresses,Jackets,Levis,1261,39,3.1,311,Out of Stock,"Red, White","M, L, XL",Linen,10 days,Tamil Nadu,2022-07-23,392171
P01303,Ankle Boots,Footwear,Shirts,Clarks,8897,38,3.6,159,In Stock,"Blue, Black","6, 7, 8, 9",Silk,6-7 days,Tamil Nadu,2023-06-30,1414623
P01304,Ethnic Kurta,Dresses,Shorts,Tommy Hilfiger,5166,40,3.7,854,In Stock,"Green, Yellow","28, 30, 32, 34",Polyester,4-5 days,Maharashtra,2020-02-20,4411764
P01305,Sports Shoes,Ethnic,Pants,Levis,6511,45,3.9,361,Out of Stock,"Grey, Black","30, 32, 34, 36",Cotton,6-7 days,Gujarat,2023-10-26,2350471
P01306,Formal Shirt,Outerwear,T-shirts,H&M,1424,5,4.9,857,In Stock,"Green, Yellow","7, 8, 9, 10",Linen,1 week,Tamil Nadu,2022-01-11,1220368
P01307,Formal Shirt,Ethnic,Skirts,Van Heusen,6639,20,3.7,101,In Stock,"Grey, Black","7, 8, 9, 10",Cotton,1 week,Maharashtra,2021-07-19,670539
P01308,Sports Shoes,Outerwear,T-shirts,Mango,9871,33,4.9,927,Out of Stock,"Blue, Black","7, 8, 9, 10",Polyester,4-5 days,Karnataka,2023-11-17,9150417
P01309,Casual Shorts,Dresses,Formal Wear,Clarks,1972,44,4.1,340,Out of Stock,"Pink, Purple","6, 7, 8, 9",Leather,4-5 days,Karnataka,2024-06-29,670480
P01310,Sneakers,Topwear,Formal Wear,FabIndia,8768,39,4.9,100,In Stock,"Blue, Black","28, 30, 32, 34",Cotton,10 days,Tamil Nadu,2021-11-15,876800
P01311,Slim Fit Jeans,Footwear,Shirts,Van Heusen,9846,11,4.6,84,In Stock,"Red, White","7, 8, 9, 10",Polyester,2-3 days,Uttar Pradesh,2021-07-02,827064
P01312,Polo T-shirt,Dresses,Shirts,FabIndia,8540,40,4.4,571,In Stock,"Red, White","30, 32, 34, 36",Cotton,10 days,Uttar Pradesh,2024-05-31,4876340
P01313,Denim Jacket,Dresses,Sweaters,Reebok,3879,10,3.7,799,Out of Stock,"Blue, Black","6, 7, 8, 9",Polyester,1 week,Tamil Nadu,2021-08-28,3099321
P01314,Formal Shirt,Ethnic,Jackets,Levis,5860,44,3.5,201,In Stock,"Grey, Black","7, 8, 9, 10",Denim,6-7 days,Delhi,2022-12-26,1177860
P01315,Formal Shirt,Dresses,Western Wear,Vero Moda,5606,39,4.6,78,In Stock,"Red, White","7, 8, 9, 10",Denim,2-3 days,Delhi,2023-04-07,437268
P01316,Blazer,Bottomwear,Pants,Tommy Hilfiger,9308,29,3.8,388,Out of Stock,"Pink, Purple","S, M, L, XL",Leather,1 week,Delhi,2024-02-13,3611504
P01317,Cotton T-shirt,Ethnic,Shirts,Levis,3715,17,4.3,542,Out of Stock,"Green, Yellow","28, 30, 32, 34",Denim,2-3 days,Maharashtra,2023-02-24,2013530
P01318,Chinos,Outerwear,Jackets,Forever 21,5138,36,3.9,906,In Stock,"Pink, Purple","30, 32, 34, 36",Linen,10 days,Uttar Pradesh,2022-07-23,4655028
P01319,Floral Top,Topwear,Casual Shoes,Harley Davidson,6977,32,3.5,245,Out of Stock,"Green, Yellow","7, 8, 9, 10",Linen,10 days,Delhi,2022-08-02,1709365
P01320,Woolen Sweater,Footwear,Casual Shoes,Adidas,5468,44,4.7,920,Out of Stock,"Pink, Purple","28, 30, 32, 34",Leather,6-7 days,Gujarat,2020-12-26,5030560
P01321,Ankle Boots,Bottomwear,Skirts,Forever 21,6595,34,3.1,423,In Stock,"Green, Yellow","M, L, XL",Denim,1 week,Uttar Pradesh,2020-02-15,2789685
P01322,Track Pants,Ethnic,Pants,Ralph Lauren,6928,18,3.8,796,In Stock,"Grey, Black","28, 30, 32, 34",Silk,2-3 days,Tamil Nadu,2022-12-08,5514688
P01323,Ankle Boots,Dresses,Shirts,Levis,6410,17,4.0,274,In Stock,"Grey, Black","7, 8, 9, 10",Wool,1 week,Karnataka,2023-09-20,1756340
P01324,Formal Shirt,Bottomwear,Sports Shoes,Adidas,4201,36,3.6,175,In Stock,"Grey, Black","S, M, L, XL",Silk,1 week,Uttar Pradesh,2020-09-30,735175
P01325,Woolen Sweater,Outerwear,Pants,Arrow,7644,45,3.9,245,In Stock,"Green, Yellow","28, 30, 32, 34",Polyester,6-7 days,Tamil Nadu,2021-10-15,1872780
P01326,Chinos,Outerwear,Kurtas,Uniqlo,1154,41,4.6,905,Out of Stock,"Red, White","30, 32, 34, 36",Cotton,2-3 days,Gujarat,2024-04-08,1044370
P01327,Floral Top,Ethnic,Boots,Reebok,4790,11,4.2,589,Out of Stock,"Blue, Black","28, 30, 32, 34",Linen,4-5 days,Maharashtra,2022-04-03,2821310
P01328,Sports Shoes,Ethnic,Casual Shoes,Nike,9705,31,3.5,425,In Stock,"Red, White","6, 7, 8, 9",Wool,1 week,Delhi,2022-06-15,4124625
P01329,Sports Shoes,Footwear,Boots,Zara,6246,11,3.8,96,Out of Stock,"Pink, Purple","30, 32, 34, 36",Polyester,4-5 days,Uttar Pradesh,2022-01-10,599616
P01330,Chinos,Bottomwear,Casual Shoes,Adidas,8853,49,3.3,179,In Stock,"Green, Yellow","7, 8, 9, 10",Polyester,2-3 days,Gujarat,2021-07-06,1584687
P01331,Casual Shorts,Bottomwear,T-shirts,Levis,5624,30,3.1,284,Out of Stock,"Grey, Black","S, M, L, XL",Silk,6-7 days,Karnataka,2020-10-18,1597216
P01332,Sneakers,Ethnic,Boots,Ralph Lauren,3304,47,3.5,789,In Stock,"Green, Yellow","7, 8, 9, 10",Cotton,10 days,Tamil Nadu,2021-01-01,2606856
P01333,Sneakers,Outerwear,Jeans,Puma,7891,27,3.8,545,In Stock,"Pink, Purple","28, 30, 32, 34",Wool,10 days,Gujarat,2020-05-14,4300595
P01334,Maxi Dress,Footwear,Boots,Uniqlo,3423,13,4.4,939,Out of Stock,"Pink, Purple","M, L, XL",Wool,4-5 days,Tamil Nadu,2020-11-16,3214197
P01335,Sneakers,Bottomwear,Shorts,Ralph Lauren,6206,41,4.6,425,Out of Stock,"Blue, Black","M, L, XL",Linen,10 days,Karnataka,2024-05-23,2637550
P01336,Running Shoes,Footwear,Sweaters,Van Heusen,2898,29,3.7,371,In Stock,"Red, White","6, 7, 8, 9",Linen,2-3 days,Uttar Pradesh,2023-11-25,1075158
P01337,Slim Fit Jeans,Ethnic,Formal Wear,Arrow,3064,38,3.5,578,In Stock,"Grey, Black","S, M, L, XL",Cotton,2-3 days,Delhi,2022-12-20,1770992
P01338,Sneakers,Dresses,Shorts,Tommy Hilfiger,7158,29,3.1,923,Out of Stock,"Green, Yellow","6, 7, 8, 9",Denim,4-5 days,Uttar Pradesh,2023-07-10,6606834
P01339,Floral Top,Bottomwear,Shorts,H&M,4284,27,4.1,392,Out of Stock,"Red, White","S, M, L, XL",Cotton,10 days,Delhi,2020-04-21,1679328
P01340,Woolen Sweater,Topwear,Kurtas,H&M,666,43,4.4,157,Out of Stock,"Blue, Black","30, 32, 34, 36",Cotton,2-3 days,Uttar Pradesh,2021-04-13,104562
P01341,Ethnic Kurta,Bottomwear,Skirts,Arrow,8888,10,4.7,910,Out of Stock,"Pink, Purple","6, 7, 8, 9",Cotton,2-3 days,Uttar Pradesh,2021-05-03,8088080
P01342,Knee-Length Skirt,Footwear,Jackets,Nike,3737,48,4.1,937,In Stock,"Blue, Black","28, 30, 32, 34",Linen,10 days,Tamil Nadu,2021-12-25,3501569
P01343,Running Shoes,Outerwear,Skirts,Adidas,651,45,4.9,763,In Stock,"Pink, Purple","28, 30, 32, 34",Leather,1 week,Gujarat,2020-08-17,496713
P01344,Woolen Sweater,Bottomwear,Jeans,Ralph Lauren,9506,42,4.5,46,In Stock,"Blue, Black","M, L, XL",Leather,10 days,Karnataka,2022-07-22,437276
P01345,Polo T-shirt,Dresses,Sweaters,Puma,6789,7,4.0,471,Out of Stock,"Red, White","M, L, XL",Silk,10 days,Delhi,2020-05-17,3197619
P01346,Casual Shorts,Ethnic,Jeans,Arrow,8176,10,3.8,931,In Stock,"Grey, Black","S, M, L, XL",Linen,10 days,Gujarat,2024-11-24,7611856
P01347,Ankle Boots,Footwear,Pants,Arrow,1202,9,3.8,343,In Stock,"Green, Yellow","S, M, L, XL",Wool,10 days,Uttar Pradesh,2020-08-30,412286
P01348,Woolen Sweater,Outerwear,Skirts,Van Heusen,1729,34,3.7,225,Out of Stock,"Green, Yellow","30, 32, 34, 36",Cotton,10 days,Karnataka,2024-09-03,389025
P01349,Formal Shirt,Footwear,Blouses,Reebok,4816,37,4.0,299,Out of Stock,"Grey, Black","M, L, XL",Cotton,4-5 days,Tamil Nadu,2022-07-17,1439984
P01350,Party Gown,Footwear,T-shirts,H&M,5328,10,4.4,790,Out of Stock,"Red, White","28, 30, 32, 34",Denim,1 week,Karnataka,2024-01-28,4209120
P01351,Blazer,Footwear,Shirts,Ralph Lauren,4797,18,3.7,185,Out of Stock,"Red, White","M, L, XL",Silk,10 days,Gujarat,2022-04-02,887445
P01352,Chinos,Footwear,Kurtas,Vero Moda,6131,32,3.9,586,Out of Stock,"Red, White","6, 7, 8, 9",Leather,6-7 days,Delhi,2020-12-26,3592766
P01353,Woolen Sweater,Outerwear,Western Wear,Adidas,7117,10,4.7,399,In Stock,"Grey, Black","7, 8, 9, 10",Wool,4-5 days,Maharashtra,2021-04-21,2839683
P01354,Track Pants,Outerwear,Blouses,Van Heusen,3806,17,4.9,540,In Stock,"Green, Yellow","7, 8, 9, 10",Silk,6-7 days,Karnataka,2022-09-09,2055240
P01355,Ethnic Kurta,Outerwear,Formal Wear,Tommy Hilfiger,5339,40,3.7,463,In Stock,"Grey, Black","28, 30, 32, 34",Silk,1 week,Maharashtra,2022-06-26,2471957
P01356,Casual Shorts,Dresses,Kurtas,Arrow,5588,26,4.3,483,In Stock,"Blue, Black","30, 32, 34, 36",Linen,10 days,Maharashtra,2024-03-27,2699004
P01357,Running Shoes,Outerwear,Pants,Van Heusen,1299,46,4.2,440,Out of Stock,"Pink, Purple","S, M, L, XL",Polyester,2-3 days,Tamil Nadu,2023-05-19,571560
P01358,Track Pants,Dresses,Western Wear,Levis,4276,46,4.7,131,Out of Stock,"Red, White","30, 32, 34, 36",Leather,6-7 days,Uttar Pradesh,2024-12-07,560156
P01359,Woolen Sweater,Outerwear,Blouses,Uniqlo,5031,46,3.9,50,Out of Stock,"Blue, Black","S, M, L, XL",Linen,10 days,Delhi,2024-01-07,251550
P01360,Sneakers,Bottomwear,Formal Wear,Ralph Lauren,7981,24,4.4,703,Out of Stock,"Pink, Purple","28, 30, 32, 34",Polyester,4-5 days,Uttar Pradesh,2021-07-19,5610643
P01361,Cotton T-shirt,Dresses,Sports Shoes,Uniqlo,7584,41,4.4,962,Out of Stock,"Pink, Purple","30, 32, 34, 36",Polyester,6-7 days,Tamil Nadu,2023-02-07,7295808
P01362,Ankle Boots,Dresses,Western Wear,Arrow,7388,31,4.4,365,Out of Stock,"Pink, Purple","M, L, XL",Wool,6-7 days,Maharashtra,2023-01-21,2696620
P01363,Chinos,Dresses,Sweaters,Uniqlo,2072,49,4.9,39,In Stock,"Green, Yellow","6, 7, 8, 9",Leather,2-3 days,Gujarat,2024-11-23,80808
P01364,Ethnic Kurta,Footwear,Sweaters,Arrow,5006,5,3.6,79,In Stock,"Red, White","30, 32, 34, 36",Silk,1 week,Tamil Nadu,2022-06-23,395474
P01365,Cotton T-shirt,Footwear,Sweaters,Adidas,8788,37,3.8,399,In Stock,"Pink, Purple","30, 32, 34, 36",Linen,10 days,Gujarat,2022-05-21,3506412
P01366,Sports Shoes,Bottomwear,Shirts,Uniqlo,3949,43,4.5,279,In Stock,"Red, White","6, 7, 8, 9",Leather,6-7 days,Karnataka,2021-10-05,1101771
P01367,Maxi Dress,Dresses,Boots,Levis,1610,25,4.4,614,In Stock,"Pink, Purple","28, 30, 32, 34",Cotton,4-5 days,Tamil Nadu,2021-08-18,988540
P01368,Casual Shorts,Bottomwear,T-shirts,Arrow,9740,9,3.5,430,In Stock,"Green, Yellow","M, L, XL",Leather,6-7 days,Delhi,2023-07-03,4188200
P01369,Woolen Sweater,Topwear,Jackets,Uniqlo,1563,15,3.9,379,In Stock,"Red, White","28, 30, 32, 34",Polyester,4-5 days,Karnataka,2024-06-26,592377
P01370,Ankle Boots,Outerwear,Shorts,H&M,8796,41,3.9,19,In Stock,"Grey, Black","S, M, L, XL",Leather,6-7 days,Delhi,2020-04-10,167124
P01371,Track Pants,Outerwear,Shirts,Vero Moda,1638,10,4.1,701,In Stock,"Blue, Black","30, 32, 34, 36",Leather,6-7 days,Gujarat,2023-02-02,1148238
P01372,Ethnic Kurta,Dresses,Western Wear,Uniqlo,3336,27,3.2,277,Out of Stock,"Red, White","6, 7, 8, 9",Cotton,4-5 days,Maharashtra,2024-01-06,924072
P01373,Party Gown,Outerwear,Skirts,Puma,4682,19,4.8,468,In Stock,"Red, White","30, 32, 34, 36",Polyester,4-5 days,Delhi,2020-11-25,2191176
P01374,Leather Jacket,Ethnic,Western Wear,Adidas,8400,15,4.6,150,In Stock,"Grey, Black","28, 30, 32, 34",Leather,1 week,Gujarat,2020-10-02,1260000
P01375,Polo T-shirt,Footwear,Jackets,Van Heusen,5907,26,4.4,557,In Stock,"Green, Yellow","S, M, L, XL",Cotton,1 week,Maharashtra,2022-10-25,3290199
P01376,Formal Shirt,Topwear,Shorts,Ralph Lauren,6531,26,3.7,812,In Stock,"Blue, Black","28, 30, 32, 34",Polyester,2-3 days,Maharashtra,2024-04-07,5303172
P01377,Floral Top,Outerwear,Sports Shoes,Adidas,4511,43,3.7,209,Out of Stock,"Blue, Black","7, 8, 9, 10",Wool,1 week,Maharashtra,2023-09-29,942799
P01378,Knee-Length Skirt,Bottomwear,Sports Shoes,Uniqlo,1262,37,3.7,914,In Stock,"Red, White","M, L, XL",Wool,2-3 days,Tamil Nadu,2023-01-29,1153468
P01379,Sports Shoes,Outerwear,Jackets,Van Heusen,9162,22,4.2,698,In Stock,"Grey, Black","M, L, XL",Linen,10 days,Karnataka,2021-04-22,6395076
P01380,Woolen Sweater,Ethnic,Kurtas,Clarks,2150,16,3.5,348,Out of Stock,"Grey, Black","28, 30, 32, 34",Denim,6-7 days,Maharashtra,2023-01-08,748200
P01381,Casual Shorts,Outerwear,T-shirts,Arrow,4415,39,3.1,735,In Stock,"Blue, Black","28, 30, 32, 34",Cotton,4-5 days,Maharashtra,2020-04-11,3245025
P01382,Leather Jacket,Ethnic,Pants,Vero Moda,4352,38,4.4,380,Out of Stock,"Pink, Purple","6, 7, 8, 9",Denim,1 week,Gujarat,2023-04-02,1653760
P01383,Polo T-shirt,Dresses,Boots,Mango,9695,32,4.7,886,Out of Stock,"Red, White","28, 30, 32, 34",Linen,2-3 days,Gujarat,2022-01-28,8589770
P01384,Polo T-shirt,Dresses,Pants,Mango,7250,29,4.4,515,In Stock,"Green, Yellow","6, 7, 8, 9",Cotton,6-7 days,Maharashtra,2020-08-05,3733750
P01385,Sports Shoes,Footwear,Sports Shoes,Puma,8405,11,3.2,532,In Stock,"Red, White","7, 8, 9, 10",Wool,4-5 days,Tamil Nadu,2024-12-14,4471460
P01386,Denim Jacket,Bottomwear,Shorts,Harley Davidson,5240,35,3.2,426,In Stock,"Green, Yellow","28, 30, 32, 34",Wool,1 week,Maharashtra,2024-12-11,2232240
P01387,Formal Shirt,Bottomwear,Jeans,FabIndia,5440,14,3.5,264,In Stock,"Green, Yellow","S, M, L, XL",Cotton,10 days,Karnataka,2024-06-30,1436160
P01388,Maxi Dress,Topwear,Pants,Uniqlo,6033,13,3.4,463,In Stock,"Red, White","S, M, L, XL",Polyester,1 week,Gujarat,2020-08-18,2793279
P01389,Chinos,Footwear,Formal Wear,Arrow,1560,43,3.2,234,In Stock,"Red, White","6, 7, 8, 9",Wool,10 days,Karnataka,2022-09-27,365040
P01390,Sneakers,Ethnic,Formal Wear,Levis,4182,21,3.3,859,Out of Stock,"Green, Yellow","30, 32, 34, 36",Wool,1 week,Uttar Pradesh,2024-01-13,3592338
